,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
221,Sick person transported to UCMED for evaluation and treatment,Medical Call,Closed,57th St. between Kimbark & Kenwood,3/2/19 2:02 AM,3/2/19 2:02 AM,19-00227
222,An underage individual became ill after consuming alcoholic beverages / Examined by CFD EMS,Liquor Law Violation,Referred,5625 S. Ellis (Max Palevsky RH),3/2/19 3:02 AM,3/2/19 3:02 AM,19-00228
223,UCPD officer found two small packets of marijuana / Substance inventoried for proper disposal,Found Narcotics,Closed,1600 E. 52nd St. (Metra Platform),3/2/19 10:24 AM,3/2/19 10:24 AM,19-00229
224,Person tripped over the leg of a TV stand and fell to the floor / Individual complained of pain in left knee and hand / Declined medical assistance,Injured Person,Closed,1025 E. 58th St. (Swift Hall),3/2/19 1:30 PM,3/2/19 1:54 PM,19-00230
225,A suspect snatched earphones from a person walking on the street off campus and fled on foot / CPD case JC171402,Information / Theft from Person,CPD,1550 E. 53rd St. (Public Way),3/2/19 3:25 PM,3/2/19 3:26 PM,19-00231
226,UCPD officers detained a subject wanted for investigation by CPD / Turned over to CPD,Assist Other Agency,CPD,5200 S. Lake Park,3/2/19 4:58 PM,3/2/19 4:58 PM,19-00232
227,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),3/3/19 12:39 AM,3/3/19 12:39 AM,19-00233
228,An individual requested to speak to Sexual Assault Dean on Call regarding an off-campus sexual encounter with an acquaintance,Information,Closed,Drexel between 52nd & 53rd,3/3/19 1:45 AM,3/3/19 3:54 AM,19-00234
229,Firearm taken from a patient and stored at UCM was handed over to UCPD for safekeeping,Information,Closed,5656 S. Maryland (UCMED),6/7/19 4:00 PM,3/3/19 10:45 AM,19-00235
230,UCPD officer recovered a vehicle taken in a robbery in another area of the city / Notified by in-car LPR / Turned over to CPD / CPD case JB244764,Information / Recovered Vehicle,CPD,5505 S. Ellis (Parking Structure),3/3/19 12:02 PM,3/3/19 12:02 PM,19-00236
231,An unauthorized subject was warned about trespass to a UC building,Criminal Trespass to Land,Closed,5739 S. Woodlawn (McGiffert House),3/3/19 8:18 PM,3/3/19 8:18 PM,19-00237
232,"During an argument, a cyclist intentionally struck the door of a vehicle with his bicycle causing slight damage / Motorist declined prosecution",Criminal Damage to Vehicle,Ex. Cleared,5200 S. Harper,3/4/19 7:13 AM,3/4/19 7:15 AM,19-00238
233,A person reports losing a computer bag in the hospital,Lost Property,Closed,5700 S. Maryland (CCD),2/20/19 to 2/21/19 11:00 PM to 7:45 AM,3/4/19 7:48 AM,19-00239
234,A staff member found a recording device in a classroom,Information,Open,1025 E. 58th St. (Swift Hall),3/4/19 7:30 AM,3/4/19 10:19 AM,19-00240
235,Daughter reported ailing mother missing / The missing person was later located outside of the UCPD patrol area and returned home to her family,Missing Person,Closed,1411 E. 53rd St. (Public Way),3/4/19 1:30 PM,3/4/19 2:24 PM,19-00241
236,"Unknown person forced entry to locker in staff locker room and took a purse / Suspect identified, but victim declined prosecution",Theft,Ex. Cleared,5700 S. Maryland (CCD),3/4/19 5:45 AM to 1:45 PM,3/4/19 2:54 PM,19-00242
237,Suspect took cash from the pocket of pants left unattended during gym class / Suspect identified via surveillance camera / Money returned to victim / Prosecution declined / Referred to school administrators,Theft,Ex. Cleared,6300 S. University (Woodlawn Charter School),3/4/19 3:00 PM,3/4/19 11:23 AM,19-00243
238,Secured bicycle taken from bike rack,Theft,Open,5807 S. Woodlawn (Booth School Bike Rack),3/1/19 8:05 AM to 11:45 AM,3/5/19 11:08 AM,19-00244
239,Report of graffiti applied to the rear porch of a private off campus building,Information / Criminal Damage to Property,Closed,Ingleside between 51st & 52nd,3/1/19 to 3/5/19 8:00 PM to 11:25 AM,3/5/19 11:23 AM,19-00245
240,Information regarding individuals involved in physical altercations / To be adjudicated by school administrators,Information,Referred,6300 S. University (Woodlawn Charter School),2/25/19 to 3/1/19 4:00 PM to 11:00 AM,3/5/19 12:45 PM,19-00246
241,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by a known person / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,6031 S. Ellis (Granville-Grossman RH),2/16/19 time not specified,3/5/19 11:17 AM,CSA Report    19-012
242,Staff member found a small bag of marijuana in patient's belongings / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5656 S. Maryland (UCMED),3/6/19 4:10 AM,3/6/19 4:23 AM,19-00247
243,"Sprinkler head broken in basement, water on the floor / No fire / CFD responded",Fire Alarm,Closed,5700 S. Stony Island (Stony Island RH),3/6/19 12:22 PM,3/6/19 12:22 PM,19-00248
244,Vehicle taken from UC parking lot / Unoccupied vehicle later recovered at 52nd & Dorchester / Owner forgot where he parked the vehicle and later found the car parked near his residence,Motor Vehicle Theft / Recovery,Unfounded,6000 S. Stony Island (Parking Lot),3/3/19  to 3/6/19 4:00 PM to 1:15 PM,3/6/19 12:36 PM,19-00249
245,Unknown person entered parked vehicle and took a GPS device and cash,Theft from Motor Vehicle,Open,5505 S. Ellis (Parking Structure),3/5/19 10:00 AM to 5:00 PM,3/6/19 2:14 PM,19-00250
246,An individual found a wallet and turned it over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ,3/7/19 11:00 AM,3/7/19 11:00 AM,19-00251
247,UCPD officer arrested a subject for possession of narcotics paraphernalia,Possession of Narcotics,Arrest,860 E. 59th St. (Goldblatt),3/7/19 11:44 AM,3/7/19 11:44 AM,19-00252
248,Unknown suspect took wallet from purse hung on the back of victim's chair / Subsequent unauthorized use of credit cards reported,Theft,Open,5700 S. Drexel (Starbucks),3/7/19 2:05 PM,3/7/19 2:19 PM,19-00253
249,Three unknown suspects forcibly took iPhone from a victim walking on the sidewalk off campus before fleeing on foot / CPD case JC177293,Information / Robbery,CPD,4900 S. Kimbark (Public Way),3/7/19 7:05 PM,3/7/19 7:48 PM,19-00254
250,"Unsecured, unattended earrings taken from patient's room",Theft,Open,5721 S. Maryland (Comer Hospital),2/28/19 3:00 PM to 7:00 PM,3/8/19 10:45 AM,19-00255
251,Individual slipped in stairwell striking their left knee,Injured Person,Closed,850 E. 61st St. (UCPD HQ),3/7/19 7:45 AM,3/8/19 11:11 AM,19-00256
252,Cash was taken from unsecured wallet in patient's room,Theft,Open,5815 S. Maryland (Mitchell Hospital),3/7/19 to 3/8/19 8:00 PM to 8:00 AM,3/8/19 11:15 AM,19-00257
253,A subject threatened a UCPD officer with bodily harm / Subject arrested and charged with assault,Assault,Arrest,6300 S. Woodlawn (Public Way),3/8/19 4:15 PM,3/8/19 4:18 PM,19-00258
254,Plate glass window shattered with a brick / CPD case,Information / Criminal Damage to Property,CPD,301 E. Garfield (UC Art Incubator),3/9/10 6:30 AM,3/9/19 6:48 AM,19-00259
255,"During the course of a domestic argument, boyfriend choked girlfriend with his hands / Suspect fled prior to notification of UCPD / Subsequent to investigation the victim declined to prosecute the suspect",Aggravated Domestic Battery,Ex. Cleared,5815 S. Maryland (Mitchell Hospital),3/10/19 12:10 AM,3/10/19 12:16 AM,19-00260
256,Individuals report cyberstalking by a known person / Prosecution declined by State's Attorney's Office,Stalking / Cyberstalking,Ex. Cleared,5801 S. Ellis (Levi Hall),3/8/19 to 3/9/19 Various times,3/11/19 8:08 AM,19-00261
257,Cell phone found on a UC Shuttle bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),3/11/19 9:15 AM,3/11/19 6:36 PM,19-00262
258,Husband and wife involved in a physical disturbance off campus / Victim declined to prosecute,Domestic Battery,Ex. Cleared,5429 S. Harper,3/12/19 12:30 PM,3/12/19 12:35 PM,19-00263
259,Disturbance in clinic / Peace restored,Information / Disturbance,Closed,800 E. 55th St. (Friend Center),3/12/19 4:20 PM,3/12/19 4:34 PM,19-00264
260,UCPD officer arrested a motorist wanted on a warrant by Cook County Sheriff's Office,Warrant Arrest,Arrest,1501 E. 53rd St. (Public Way),3/12/19 6:38 PM,3/12/19 6:38 PM,19-00265
261,Wallet stolen / Unauthorized use of credit cards reported,Theft,Open,5700 S. Maryland (CCD),3/12/19 6:50 PM to 11:50 PM,3/13/19 1:33 AM,19-00266
262,iPad taken from desk top in secured office / iPad later found in desk drawer,Theft,Unfounded,5823 S. Kenwood (Lab School),3/12/19 to 3/13/19 1:45 PM to 9:20 M,3/13/19 9:28 AM,19-00267
263,Unauthorized individual ignored previous oral and written notification of trespass was arrested by UCPD officers,Criminal Trespass to Land,Arrest,5706 S. University (Reynolds Club),3/13/19 12:15 PM,3/13/19 12:20 PM,19-00268
264,Unknown suspect entered off campus private apartment via an unsecured window and took currency / CPD case JC183961,Information / Burglary,CPD,Greenwood between 53rd & 54th,3/13/19 12:40 PM to 1:20 PM,3/13/19 1:31 PM,19-00269
265,UCPD officer observed several individuals involved in a physical altercation on the sidewalk off campus /  All suspects fled on foot,Battery,Open,840 E. 63rd St. (Public Way),3/13/19 5:40 PM,3/13/19 5:40 PM,19-00270
266,Wallet and cell phone were taken from a jacket placed in a locker in men's locker room,Burglary,Open,5700 S. Maryland (CCD),3/13/19 7:00 PM to 11:00 PM,3/14/19 11:47 AM,19-00271
267,"A beaker of acidic acid broke spilling contents / CFD, Facilities, Safety on the scene for clean up / No injuries or property damage reported",Haz Mat Incident,Closed,929 E. 57th St. (Gordon Center),3/14/19 1:46 PM,3/14/19 1:46 PM,19-00272
268,CPD officer found 2 UC owned radios in possession of a tow truck driver / Radios returned to UC Facilities / CPD charged suspect with theft / CPD case JC185206,Information / Theft,CPD,850 E. 61st St. (UCPD HQ),3/14/19 4:03 PM,3/14/19 4:03 PM,19-00273
269,Staff member found a small bag of suspect narcotics / Contraband turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland                 (CCD),3/15/19 8:00 AM,3/15/19 8:04 AM,19-00274
270,"Unknown suspect asked victim for money, grabbed victim's wallet, took cash and fled / CPD case JC186163",Information / Robbery,CPD,Harper between 55th & 56th,3/15/19 8:35 AM,3/15/19 8:58 AM,19-00275
271,Disturbance with motorist parked in the crosswalk,Information,Closed,5700 S. Ellis (Public Way),3/15/19 9:25 AM,3/15/19 9:27 AM,19-00276
272,Secured bicycle taken from bike rack,Theft,Open,1126 E. 59th St. (SSR Bike Rack),3/15/19 10:00 AM to 1:00 PM,3/15/19 1:11 PM,19-00277
273,Unauthorized subject ignored repeated oral and written trespass warnings was arrested by UCPD officer,Criminal Trespass to Land,Arrest,5706 S. University (Reynolds Club),3/15/19 8:15 PM,3/15/19 8:18 PM,19-00278
274,Unattended bag taken from room,Theft,Open,969 E. 60th St. (SSA),3/16/19 10:00 AM to 10:30 AM,3/16/19 11:30 AM,19-00279
275,wallet taken from unsecured locker,Theft,Open,5530 S. Ellis (Ratner A.C.),3/17/19 8:00 AM to 8:15 AM,3/17/19 6:36 PM,19-00280
276,Secured bicycle taken from bike rack,Theft,Open,5730 S. Ellis (Crerar Library Bike Rack),3/15/19 to 3/17/19 10:00 AM to 6:00 PM,3/17/19 7:24 PM,19-00281
277,UCPD officer arrested a motorist for DUI,DUI,Arrest,5113 S. Cottage Grove,3/17/19 8:48 PM,3/17/19 8:48 PM,19-00282
278,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1025 E. 58th St. (Bond Chapel),3/18/19 8:00 AM,3/18/19 8:12 AM,19-00283
279,Three subjects were involved in a physical altercation on the sidewalk off campus / Peace restored / Prosecution declined,Battery,Ex. Cleared,1100 E. 53rd St. (Public Way),3/18/19 11:20 AM,3/18/19 11:24 AM,19-00284
280,Containers of chloral hydrate turned over to UCPD for proper disposal,Information,Closed,929 E. 58th St. (Gordon Center),3/18/19 2:54 PM,3/18/19 2:54 PM,19-00285
281,Items of personal property found at the rear of address turned over to UCPD for safekeeping,Information,Closed,5654 S. University,3/18/19 9:05 PM,3/18/19 9:11 PM,19-00286
282,Unknown suspect(s) gained unlawful entry to private residence and took property,Burglary,Open,Woodlawn between 57th & 58th,3/19/19 8:00 PM to 8:20 PM,3/19/19 12:30 AM,19-00287
283,"Suspect unlawfully entered room and took victim's property / Suspect apprehended, property returned / Victim refused to prosecute",Theft,Ex. Cleared,5700 S. Maryland (CCD),3/19/19 1:55 AM to 2:05 AM,3/19/19 2:16 AM,19-00288
284,Information relating to writing on walls within the building,Information,Closed,915 E. 60th St. (Logan Center),3/15/19 to 3/19/19 8:00 AM to 4:30 PM,3/19/19 4:33 PM,19-00289
285,"During the course of an argument, brother struck sister / Victim refused to prosecute",Domestic Battery,Ex. Cleared,5721 S. Maryland (Comer ER),3/19/19 6:35 PM,3/19/19 6:37 PM,19-00290
286,Bottle of wine taken from unsecured office,Theft,Open,1126 E. 59th St. (SSR),3/19/19 to 3/20/19 8:00 AM to 7:30 AM,3/20/19 8:26 AM,19-00291
287,Unsecured handbag taken from employee locker room,Theft,Open,5700 S. Maryland (CCD),3/20/19 1:00 PM to 2:00 PM,3/20/19 2:20 PM,19-00292
288,An unauthorized individual was given oral and written notice not to trespass on UC property,Information,Closed,5505 S. Ellis (Parking Structure),3/20/19 2:15 PM,3/20/19 2:16 PM,19-00293
289,An unauthorized individual was given oral and written notice not to trespass on UC property,Information,Closed,1130 E. 59th St. (Foster Hall),3/20/19 3:57 PM,3/20/19 3:57 PM,19-00294
290,A UC owned vehicle was damaged in a traffic crash / No injuries reported,Traffic Crash,Closed,5505 S. Ellis (Parking Structure),3/20/19 4:00 PM,3/20/19 4:08 PM,19-00295
291,Credit card taken from jacket in unsecured locker in employee locker room,Theft,Open,5700 S. Maryland (CCD),3/20/19 6:50 AM to 2:20 PM,3/20/19 5:56 PM,19-00296
292,Boyfriend and girlfriend involved in a physical altercation / Both parties refused to prosecute / Peace restored,Domestic Battery,Ex. Cleared,800 E. 55th St. (Friend Center),3/20/19 7:30 PM,3/20/19 7:33 PM,19-00297
293,Unauthorized person ignored previous warnings and was arrested for criminal trespass to UC property,Criminal Trespass to Land,Arrest,5739 S. Woodlawn (McGiffert House),3/20/19 11:10 PM,3/20/19 11:11 PM,19-00298
294,Staff member reports losing a ring,Lost Property,Closed,5700 S. Maryland (CCD),3/21/19 8:15 AM to 8:30 AM,3/21/19 9:35 AM,19-00299
295,Coat taken from coat rack in cubicle,Theft,Open,5757 S. University (Saieh Hall),3/21/19 9:30 AM to 1:00 PM,3/21/19 1:17 PM,19-00300
296,Staff member reported lost passport,Lost Property,Closed,5656 S. Maryland (UCMED),3/14/19 to 3/21/19 7:50 PM to 8:00 AM,3/22/19 6:44 AM,19-00301
297,Unauthorized subject unlawfully entered employee locker room and took property / Arrested by UCPD,Burglary,Arrest,5700 S. Maryland (CCD),3/10/19 10:15 AM,3/22/19 9:59 AM,19-00302
298,Subject unlawfully entered off campus private apartment and took property / CPD case JC195285,Information / Burglary,CPD,Drexel between 52nd & 53rd,3/22/19 11:20 AM,3/22/19 11:22 AM,19-00303
299,TV was taken from an office / Suspect arrested by UCPD officers on 4/2/19 / Charged with burglary,Burglary,Arrest,5730 S. Ellis (Crerar Library),3/21/19 to 3/22/19 5:00 PM to 8:00 AM,3/22/19 2:30 PM,19-00304
300,An individual was transported to UCMED for evaluation,Mental Health Transport,Closed,1346 E. 53rd St.,3/22/19 2:25 PM,3/22/19 2:27 PM,19-00305
301,A purse was found in the lower level and inventoried for safekeeping at UCPD HQ,Found Property,Closed,5505 S. Ellis (Parking Structure),3/22/19 2:25 PM,3/22/19 2:25 PM,19-00306
302,Book bag taken from stroller in bookstore,Theft,Open,5751 S. Woodlawn (Bookstore),3/23/19 3:45 PM,3/23/19 4:16 PM,19-00307
303,Unknown person(s) discharged a firearm / Bullet broke a window in an off campus private apartment building / No injuries reported / CPD case JC197022,Information / Criminal Damage to Property,CPD,Kenwood at 62nd,3/23/19 6:24 PM,3/23/19 6:24 PM,19-00308
304,Unknown person(s) shattered car window and took 2 bags and a suitcase from vehicle,Theft from Motor Vehicle,Open,5840 S. Maryland (Parking Structure),3/24/19 8:30 AM to 11:00 AM,3/24/19 11:05 AM,19-00309
305,Unknown person(s) shattered car window and took a gym bag from vehicle,Theft from Motor Vehicle,Open,5840 S. Maryland (Parking Structure),3/24/19 6:45 AM to 3:30 PM,3/24/19 3:38 PM,19-00310
306,Unknown person(s) shattered car window and took a gym bag from vehicle,Theft from Motor Vehicle,Open,5840 S. Maryland (Parking Structure),3/24/19 7:00 AM to 3:30 PM,3/24/19 4:09 PM,19-00311
307,A wallet and passport found by a citizen were turned over to CPD when it was determined the items were taken in a crime from outside of the UCPD area,Information,Closed,1111 E. 61st St. (Public Way),3/25/19 7:27 AM,3/25/19 7:27 AM,19-00312
308,Cash taken from wallet left in unattended coat hanging in office,Theft,Open,860 E. 59th St. (Billings Hospital),3/21/19 to 3/22/19 1:00 PM to 12:00 PM,3/25/19 8:30 AM,19-00313
309,Staff member found marijuana in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),3/26/19 2:46 AM,3/26/19 2:46 AM,19-00314
310,Number generated in error,Void,Void,Void,Void,Void,19-00315
311,An unauthorized subject ignored previous warnings and was arrested by UCPD for trespass,Criminal Trespass to Land,Arrest,5505 S. Ellis (Parking Structure),3/26/19 6:10 PM,3/26/19 6:13 PM,19-00316
312,Individual received harassing text messages from an acquaintance,Harassment by Electronic Means,Open,1307 E. 60th St. (Keller Center),3/28/19 3:44 AM,3/28/19 3:44 AM,19-00317
313,"Unknown suspect, armed with a knife, took headphones from a victim walking on the sidewalk off campus / CPD case JC202426",Information / Armed Robbery,CPD,1601 E. 53rd St. (Public Way),3/28/19 7:20 AM,3/28/19 7:25 AM,19-00318
314,Unknown person(s) applied 28 stickers to interior walls of the building,Criminal Damage to Property,Open,915 E. 60th St. (Logan Center),3/27/19 3:00 PM to 11:00 PM,3/28/19 8:54 AM,19-00319
315,"Unknown suspect, armed with a knife, attempted to take property from a victim / Victim suffered a knife wound to the head during scuffle / CPD case JC202483",Information / Attempt Armed Robbery,CPD,5308 S. Hyde Park (Alley),3/28/19 7:15 AM,3/28/19 7:17 AM,19-00320
316,Unknown suspect(s) unlawfully entered construction site and took copper pipe and construction tools,Burglary,Open,1156 E. 61st St. (Construction Site),3/28/19  3:30 AM to 4:30 AM,3/28/19 10:10 AM,19-00321
317,Two unattended and unsecured backpacks taken from unlocked room,Theft,Open,5730 S. Ellis (Crerar Library),3/28/19 10:30 AM to 11:10 AM,3/28/19 11:14 AM,19-00322
318,"Subsequent to an argument, suspect dented hood and trunk of victim's car / Arrested by UCPD officer",Criminal Damage to Property,Arrest,4702 S. Woodlawn,3/28/19 11:16 AM,3/28/19 11:16 AM,19-00323
319,Two subjects battered two acquainted victims / Suspects arrested by UCPD officers,Battery,Arrest,5730 S. Drexel (Comer Hospital),3/28/19 1:35 PM,3/28/19 1:38 PM,19-00324
320,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,Various locations on campus,March 2019 Various dates and times,3/28/19 3:13 PM,CSA Report    19-013
321,Unknown suspect spit on staff member and fled before police were notified,Battery,Open,5700 S. Maryland (CCD),3/28/19 6:45 PM,3/28/19 6:45 PM,19-00325
322,Sick person transported to UCMED for treatment,Medical Call,Closed,1414 E. 59th St. (I-House),3/28/19 8:00 PM,3/28/19 8:02 PM,19-00326
323,Unknown person(s) smashed window of parked car and took cash,Theft from Motor Vehicle,Open,5700 S. Drexel (Public Way),3/28/19 to 3/29/19 4:00 PM to 12:30 AM,3/29/19 12:54 AM,19-00327
324,Sister slapped sister during an argument / CPD case JC203883,Information / Domestic Battery,CPD,5493 S. Cornell (Public Way),3/29/19 9:40 AM,3/29/19 9:44 AM,19-00328
325,Individual's foot caught in entrance door / Transported to UCMED by CFD EMS for treatment,Injured Person,Closed,5530 S. Ellis (Ratner A.C.),3/29/19 12:55 PM,3/29/19 12:57 PM,19-00329
326,UCPD officer arrested a motorist for DUI,DUI,Arrest,5515 S. Cottage Grove,3/29/19 8:21 PM,3/29/19 8:21 PM,19-00330
327,Girlfriend struck boyfriend during the course of an argument / Victim declined prosecution,Domestic Battery,Ex. Cleared,5730 S. Drexel (Comer Hospital),3/29/19 8:40 PM,3/29/19 8:44 PM,19-00331
328,Boyfriend struck girlfriend during the course of an argument / Suspect arrested by UCPD officer,Domestic Battery,Arrest,5721 S. Maryland (Comer Hospital),3/29/19 11:09 PM,3/29/19 11:09 PM,19-00332
329,Resident of off campus private apartment was confronted by an unknown suspect armed with a Taser / Suspect took iPad and other property before fleeing via rear door / CPD case JC205397,Information / Burglary / Home Invasion,CPD,Woodlawn between 54th & 55th,3/30/19 12:45 PM,3/30/19 12:50 PM,19-00333
330,Individual reports losing backpack,Lost Property,Closed,Ingleside between 60th & 61st,3/23/19 to 3/30/19 4:30 PM to 3:00 PM,3/30/19 7:17 PM,19-00334
331,Individual reports losing iPad while in the building,Lost Property,Closed,915 E. 60th St. (Logan Center),3/23/19 9:30 PM to 11:00 PM,3/31/19 4:20 PM,19-00335
332,Wallet found in alley and turned over to UCPD for safekeeping,Found Property,Closed,5312 S. Hyde Park,3/31/19 11:30 AM,3/31/19 1:44 PM,19-00336
333,"Unattended, unsecured book bag taken / Suspect arrested by UCPD on 4/2/19 and charged with burglary",Burglary,Arrest,5730 S. Ellis (Crerar Library),3/31/2019  3:30 PM to 3:45 PM,3/31/19 4:23 PM,19-00337
334,UCPD officer arrested a motorist for DUI,DUI,Arrest,6117 S. Kimbark,3/31/19 6:28 PM,3/31/19 6:28 PM,19-00338
335,Truck backed into a concrete bollard / No injuries reported / MVA 2019-00070,Traffic Crash,Closed,5811 S. Kenwood,3/31/19 6:30 PM,3/31/19 6:34 PM,19-00339
336,Victim suffered a gunshot wound to the right arm off campus / CPD case JC207034,Information / Aggravated Battery,CPD,62nd St. Between Cottage Grove and Drexel (Public Way),3/31/19 9:55 PM,3/31/19 9:57 PM,19-00340
337,Envelope containing cash and receipts taken from desk drawer in unsecured office,Theft,Open,800 E. 55th St. (Friend Center),4/1/19 4:30 AM to 5:35 AM,4/1/19 7:43 AM,19-00341
338,Reading glasses and earphones taken from desk drawer in unsecured office,Theft,Open,5758 S. Maryland (DCAM),3/29/19 to 4/1/19 4:00 PM to 8:30 AM,4/1/19 8:30 AM,19-00342
339,Report re. harassing email messages,Information,Closed,5751 S. Woodlawn (Co-op Bookstore),9/26/18 to 3/29/19 Various times,4/1/19 9:33 AM,19-00343
340,HP printer taken from work station / Suspect arrested by UCPD on 4/2/19 and charged with burglary,Burglary,Arrest,5730 S. Ellis (Crerar Library),3/29/19 to 4/1/19 6:00 PM to 9:45 AM,4/1/19 10:04 AM,19-00344
341,An individual struck another person in the face with a fist / Arrested by UCPD officers,Battery,Arrest,6300 S. University (Woodlawn Charter School),4/1/19 11:35 AM,4/1/19 12:02 PM,19-00345
342,iPhone found on UC Shuttle bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),4/1/19 12:00 PM,4/1/19 2:42 PM,19-00346
343,An individual ignored previous warnings and trespassed on private property off campus / Arrested by UCPD,Criminal Trespass to Land,Arrest,6300 S. Woodlawn (Coffee Shop),4/2/19 8:20 AM,4/2/19 8:24 AM,19-00347
344,"Individual tripped on curb, fell and struck his head on the pavement / Declined medical attention",Medical Call,Closed,5758 S. Maryland (Public Way),4/2/19 11:07 AM,4/2/19 11:07 AM,19-00348
345,Student left school without permission,Information,Closed,6300 S. University (Woodlawn Charter School),4/2/19 11:44 AM,4/2/19 11:44 AM,19-00349
346,Number generated in error,Void,Void,Void,Void,Void,19-00350
347,Graffiti scrawled on exterior doors and courtyard,Criminal Damage to Property,Open,5500 S. University (Campus North RH),4/2/19 6:18 PM,4/2/19 6:18 PM,19-00351
348,Unauthorized subject ignored previous warnings and was arrested by UCPD for Trespass / Also charged with two arrest warrants,Criminal Trespass to Land,Arrest,1116 E. 59th St.,4/3/19 9:02 AM,4/3/19 9:02 AM,19-00352
349,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,5828 S. University  (Pick Hall),4/3/19 1:13 PM,4/3/19 1:13 PM,19-00353
350,Wristwatch found on the sidewalk turned over to UCPD for safekeeping,Found Property,Closed,5530 S. Ellis (Public Way),4/3/19 2:00 PM,4/3/19 2:21 PM,19-00354
351,Staff member found a small quantity of cannabis and turned it over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),4/3/19 8:06 PM,4/3/19 8:06 PM,19-00355
352,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,6031 S. Ellis (Granville-Grossman RH),4/4/19 3:01 AM,4/4/19 3:01 AM,19-00356
353,Individual reported a disagreement with an instructor,Information,Closed,5700 S. Maryland (CCD),4/3/19 9:15 AM,4/4/19 2:58 PM,19-00357
354,Subject struck staff member with fist / Suspect arrested by UCPD officer,Battery,Arrest,5656 S. Maryland (UCMED),4/4/19 5:50 PM,4/4/19 8:26 PM,19-00358
355,Number generated in error,Void,Void,Void,Void,Void,19-00359
356,A set of keys was found in the lower level of the parking structure / Inventoried for safekeeping at UCPD,Found Property,Closed,5505 S. Ellis (Parking Structure),4/4/19 1:30 PM,4/4/19 10:33 PM,19-00360
357,Report of minor damage to UC owned vehicle,Damage to Vehicle,Closed,850 E. 61st St. (UCPD HQ),4/5/19 8:21 AM,4/5/19 8:21 AM,19-00361
358,Resident found a bicycle abandoned on their property / Turned over to UCPD for safekeeping,Found Property,Closed,Greenwood between 50th & 51st,4/5/19 8:50 AM,4/5/19 8:50 AM,19-00362
359,Unknown passenger on bus intentionally spit on driver when ordered to exit the vehicle,Battery,Open,5500 S. University (UC Shuttle Bus),4/4/19 2:20 PM,4/5/19 1:17 PM,19-00363
360,Rear window of car parked in lower level shattered by unknown person,Criminal Damage to Property,Open,5505 S. Ellis (Parking Structure),3/5/19 to 4/5/19 12:00 PM to 1:00 PM,4/5/19 1:11 PM,19-00364
361,Subject arrested by UCPD for possessing a firearm in a prohibited area,Weapon Violation,Arrest,5700 S. Maryland (CCD),4/5/19 9:23 PM,4/5/19 9:23 PM,19-00365
362,Unknown person(s) forced entry to off-campus private apartment and took property / CPD case,Information / Burglary,CPD,Ellis between 61st and 62nd,4/6/19 9:00 AM to 11:30 AM,4/6/19 11:34 AM,19-00366
363,Subject was arrested by UCPD officer for retail theft from off-campus store,Theft,Arrest,1346 E. 53rd St. (Target),4/6/19 7:45 PM,4/6/19 7:49 PM,19-00367
364,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),4/7/19 1:41 AM,4/7/19 1:41 AM,19-00368
365,Underage individual became ill after consuming alcoholic beverages / Transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,5615 S. University,4/7/19 2:21 AM,4/7/19 2:21 AM,19-00369
366,Unknown person broke car window and took property,Theft from Motor Vehicle,Open,5840 S. Maryland (Parking Structure),4/6/19 to 4/7/19 7:00 PM to 6:00 AM,4/7/19 6:00 AM,19-00370
367,"Subsequent to a traffic crash off campus, one person displayed a handgun / Suspect left before police were called / CPD case JC215349",Information / Agg. Assault,CPD,6115 S. Drexel,4/7/19 2:00 PM,4/7/19 3:55 PM,19-00371
368,Two unauthorized subjects were warned about trespass to the premises,Criminal Trespass to Land,Closed,1427 E. 60th St. (Press Building),4/8/19 11:06 AM,4/8/19 11:06 AM,19-00372
369,Unoccupied UC owned vehicle damaged by unknown person(s),Criminal Damage to Vehicle,Open,1551 E. 64th St. (Public Way),4/8/19 7:00 PM to 8:50 PM,4/8/19 9:27 PM,19-00373
